entreprise,localite,telephone,email,categorie,secteur,signal_alerte,source_url,requete
PHARMA DOM (ORKYN'),Bagneux,,,Grand compte (GE) — cible transformation digitale,services aux entreprises,"Grand compte (GE) (services aux entreprises, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Fabienne Chatel. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/324501006,api-entreprises:GE:services aux entreprises
DISTRICO,Saint-Lo,,,Grand compte (GE) — cible transformation digitale,commerce / distribution,"Grand compte (GE) (commerce / distribution, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Pricewaterhousecoopers. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/353669419,api-entreprises:GE:commerce / distribution
CAISSE FEDERALE DU CREDIT MUTUEL OCEAN (CFCMO),La Roche-Sur-Yon,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Martine Gaillou (Autexier). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/307049015,api-entreprises:GE:banque / assurance
JC MENARD CHOCOLATERIE,Chambray-Les-Tours,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Sophie Skornik (Adjadj). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/342132156,api-entreprises:GE:industrie manufacturière
HEPPNER SOCIETE DE TRANSPORTS,Hœrdt,,,ETI (taille intermédiaire) — cible transformation digitale,transport / logistique,"ETI (taille intermédiaire) (transport / logistique, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Murielle Glad (Laudrin). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/769800202,api-entreprises:GE:transport / logistique
SERENEST ENTREPRISE (SERENEST ENTREPRISE - GROUPE VERMAAT),Asnieres-Sur-Seine,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Nicolas Imeneuraët. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/822787404,api-entreprises:GE:hôtellerie / restauration
NEOLIA,Montbeliard,,,Grand compte (GE) — cible transformation digitale,immobilier,"Grand compte (GE) (immobilier, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Veronique Bouvret (Baud). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/305918732,api-entreprises:GE:immobilier
DOMUSVI DOMICILE,Suresnes,,,Grand compte (GE) — cible transformation digitale,santé / médico-social,"Grand compte (GE) (santé / médico-social, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Domusvi. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/408660595,api-entreprises:GE:santé / médico-social
DERICHEBOURG INTERIM (DERICHEBOURG INTERIM ET RECRUTEMENT),Boissy-Saint-Leger,,,Grand compte (GE) — cible transformation digitale,services aux entreprises,"Grand compte (GE) (services aux entreprises, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Boris Derichebourg. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/602044638,api-entreprises:GE:services aux entreprises
PROMOD,Marcq-En-Baroeul,,,ETI (taille intermédiaire) — cible transformation digitale,commerce / distribution,"ETI (taille intermédiaire) (commerce / distribution, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Vincent Debels. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/685420606,api-entreprises:GE:commerce / distribution
CAISSE REG CREDIT AGRI MUTUEL ANJOU MAIN,Le Mans,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Marie-Anne Clerc (Ariaux). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/414993998,api-entreprises:GE:banque / assurance
KP1,Avignon,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Kp1 Services. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/976320309,api-entreprises:GE:industrie manufacturière
APRR (SAPRR),Saint-Apollinaire,,,Grand compte (GE) — cible transformation digitale,transport / logistique,"Grand compte (GE) (transport / logistique, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Marie Amet. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/016250029,api-entreprises:GE:transport / logistique
CONVIVIO-HR,Saint-Martin-Du-Vivier,,,ETI (taille intermédiaire) — cible transformation digitale,hôtellerie / restauration,"ETI (taille intermédiaire) (hôtellerie / restauration, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Cjp. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/338939101,api-entreprises:GE:hôtellerie / restauration
CREDIT AGRICOLE AQUITAINE AGENCE IMMOBILIERE (C3AI CREDIT AGRICOLE AQUITAINE AGENCE IMMOBILIERE),Bordeaux,,,Grand compte (GE) — cible transformation digitale,immobilier,"Grand compte (GE) (immobilier, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Guillaume Lakdja. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/492498746,api-entreprises:GE:immobilier
LPCR COLLECTIVITES PUBLIQUES (LES PETITS CHAPERONS ROUGES),Saint-Ouen-Sur-Seine,,,Grand compte (GE) — cible transformation digitale,santé / médico-social,"Grand compte (GE) (santé / médico-social, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Vincent Guffroy. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/494149990,api-entreprises:GE:santé / médico-social
ADECCO MEDICAL (ADECCO MEDICAL),Villeurbanne,,,Grand compte (GE) — cible transformation digitale,services aux entreprises,"Grand compte (GE) (services aux entreprises, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Alexander Viros. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/682003991,api-entreprises:GE:services aux entreprises
DECATHLON FRANCE,Villeneuve-D'Ascq,,,Grand compte (GE) — cible transformation digitale,commerce / distribution,"Grand compte (GE) (commerce / distribution, 10 000 salariés et plus) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Bastien Grandgeorge. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/500569405,api-entreprises:GE:commerce / distribution
CAISSE REG CREDIT AGRIC MUT NORD FRANCE (CRCAM NDF),Lille,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Sophie Robiquet (Bassement). ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/440676559,api-entreprises:GE:banque / assurance
CEMEX BETONS SUD EST,Rungis,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Ion Barascu. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/399161579,api-entreprises:GE:industrie manufacturière
ITM LOGISTIQUE ALIMENTAIRE INTERNATIONAL,Paris 15,,,Grand compte (GE) — cible transformation digitale,transport / logistique,"Grand compte (GE) (transport / logistique, 5 000 à 9 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Olivier Provost. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/514080837,api-entreprises:GE:transport / logistique
SOCIETE D'EXPLOITATION DES RESIDENCES HOTELIERES RAIL (ORFEA),Paris,,,Grand compte (GE) — cible transformation digitale,hôtellerie / restauration,"Grand compte (GE) (hôtellerie / restauration, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Arnaud Belveau-Jean. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/452440381,api-entreprises:GE:hôtellerie / restauration
3 BRASSEURS LG,Lezennes,,,ETI (taille intermédiaire) — cible transformation digitale,immobilier,"ETI (taille intermédiaire) (immobilier, grand effectif) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Jonathan Habib. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/519022966,api-entreprises:GE:immobilier
CENTRE REGIONAL OEUVRES UNIV SCOLAIRES (CROUS),Lille,,,ETI (taille intermédiaire) — cible transformation digitale,santé / médico-social,"ETI (taille intermédiaire) (santé / médico-social, 1 000 à 1 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/185911500,api-entreprises:GE:santé / médico-social
GROUPE MORGAN SERVICES (GROUPE MORGAN SERVICES),Paris,,,ETI (taille intermédiaire) — cible transformation digitale,services aux entreprises,"ETI (taille intermédiaire) (services aux entreprises, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Alexandre Boisson. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/722023728,api-entreprises:GE:services aux entreprises
SONOVA AUDIOLOGICAL CARE FRANCE SAS,Cahors,,,ETI (taille intermédiaire) — cible transformation digitale,commerce / distribution,"ETI (taille intermédiaire) (commerce / distribution, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : S O D Invest. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/423228915,api-entreprises:GE:commerce / distribution
HARMONIE MUTUELLE,Paris,,,Grand compte (GE) — cible transformation digitale,banque / assurance,"Grand compte (GE) (banque / assurance, 2 000 à 4 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/538518473,api-entreprises:GE:banque / assurance
OTTOBOCK RESEAU ORTHOPEDIE & SERVICES,Les Ulis,,,ETI (taille intermédiaire) — cible transformation digitale,industrie manufacturière,"ETI (taille intermédiaire) (industrie manufacturière, 250 à 499 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Jean-Yves Audran. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/899011928,api-entreprises:GE:industrie manufacturière
AUTOROUTE ESTEREL COTE AZUR PROVENCE ALP (ESCOTA),Mandelieu-La-Napoule,,,Grand compte (GE) — cible transformation digitale,transport / logistique,"Grand compte (GE) (transport / logistique, 500 à 999 salariés) : budgets de transformation digitale conséquents, cible pour prestation web/SaaS via la DSI ou appels d'offres. Point d'entrée dirigeant : Jean Mesqui. ⚠ Cycle de vente long (multi-décideurs).",https://annuaire-entreprises.data.gouv.fr/entreprise/562041525,api-entreprises:GE:transport / logistique
